room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
0,1,2,1,0,67
0,2,0,1,0,50
0,3,73,1,32,150
1,5,1,1,0,99
0,1,5,1,0,47
1,1,1,1,0,67
1,1,0,1,0,5250
1,3,1,1,0,200
1,1,5,1,0,95
1,1,0,1,0,110
1,7,0,1,35,240
1,3,0,1,0,180
1,2,7,1,0,200
1,2,8,1,10,180
1,4,3,1,0,95
0,1,0,1,0,46
0,3,3,2,58,43
1,4,0,2,0,100
0,2,1,1,0,50
0,1,3,1,365,75
1,3,0,4,256,90
0,2,90,1,106,69
1,3,3,1,0,215
1,10,2,2,0,290
1,3,16,1,154,163
1,3,0,3,0,175
1,6,5,2,73,165
0,6,0,1,0,90
0,2,0,1,61,80
0,1,0,1,177,100
0,2,0,2,353,75
0,1,5,1,89,55
0,3,7,1,249,50
0,14,6,2,365,80
1,2,0,1,0,75
1,3,17,1,0,135
0,3,0,3,0,200
0,3,71,1,24,40
0,1,66,1,144,70
0,2,11,1,0,100
1,1,13,1,29,249
1,7,1,1,0,140
0,7,2,1,0,25
0,3,77,3,45,126
1,4,0,1,0,95
0,1,6,1,142,125
0,1,0,1,364,60
1,1,2,1,0,325
2,1,8,1,180,200
1,2,33,4,34,85
1,15,3,2,211,100
1,1,0,1,0,135
0,1,32,1,30,78
1,7,10,1,0,180
0,2,13,4,6,38
1,1,3,1,0,120
1,3,1,1,0,130
1,2,0,1,0,130
0,1,59,2,257,100
1,2,5,1,0,179
0,3,2,1,0,80
0,2,5,2,0,110
0,1,0,1,0,80
1,5,2,1,174,300
1,2,2,1,0,250
1,3,6,1,170,170
0,1,0,2,0,75
1,2,6,2,175,199
0,3,0,2,88,67
1,3,16,1,0,116
0,7,1,1,45,125
1,4,3,3,0,98
1,4,95,1,251,225
1,1,0,1,0,200
0,2,43,2,363,100
0,2,0,1,5,295
0,1,3,3,0,89
0,2,1,1,0,29
0,5,59,1,110,125
0,3,1,2,0,149
0,1,3,1,48,89
1,2,5,1,0,350
0,1,0,1,0,100
1,5,6,2,354,250
0,3,5,2,56,90
0,2,7,1,48,150
0,1,85,1,328,50
1,1,51,2,85,144
0,1,1,2,0,49
1,1,22,1,339,107
0,2,0,2,90,75
0,2,16,1,216,60
1,3,44,1,52,250
0,2,66,3,49,47
0,2,0,1,20,60
0,2,24,1,281,61
0,2,24,1,0,73
0,4,23,1,212,75
1,3,2,1,0,120
0,1,30,2,1,61
0,2,4,4,314,100
1,3,61,1,190,170
0,1,3,1,0,75
1,1,31,1,0,95
0,2,38,1,313,208
0,5,1,1,0,43
1,1,25,1,39,100
1,3,1,1,0,159
1,1,29,1,0,200
0,1,0,2,0,40
1,3,0,1,320,120
1,3,6,1,176,150
0,1,87,1,108,90
0,2,85,1,159,75
1,3,4,1,0,300
1,4,1,2,0,225
0,1,0,1,0,55
0,4,1,1,341,100
1,1,1,1,0,180
0,6,15,2,147,59
0,2,88,3,84,43
1,12,0,1,120,97
1,2,15,1,71,160
1,5,23,1,173,145
1,1,29,1,123,475
1,2,4,1,34,175
1,1,0,1,364,199
1,2,1,1,360,110
1,1,2,1,0,300
0,2,41,1,143,99
0,5,44,1,41,100
0,3,45,3,6,100
1,1,0,1,1,80
0,10,0,1,67,38
0,3,58,1,5,85
1,2,2,1,298,299
1,1,1,1,0,150
0,3,0,1,0,75
1,6,1,1,0,150
0,3,31,2,345,55
1,2,62,2,131,123
1,3,21,1,80,250
0,4,16,1,23,65
0,3,3,1,0,33
1,3,5,1,365,280
1,2,4,1,183,250
1,1,5,2,0,150
0,1,99,2,112,88
0,3,1,1,95,99
1,4,1,1,0,74
0,2,11,1,0,85
1,3,20,1,339,125
1,2,68,1,89,175
1,2,12,1,332,67
1,3,11,3,84,155
1,3,3,1,118,249
0,1,0,3,364,75
1,2,5,1,204,250
0,1,34,4,294,60
0,1,1,1,86,50
0,1,3,1,299,130
1,3,87,1,140,145
1,2,62,1,151,138
0,2,24,1,0,65
1,1,7,1,148,199
1,7,0,1,29,125
1,3,1,1,0,180
0,2,11,1,0,55
1,2,0,1,32,150
0,1,0,1,0,40
1,1,6,2,213,275
1,1,5,3,237,170
1,1,4,1,78,100
0,1,0,1,0,40
1,3,0,1,333,379
0,5,1,1,0,68
1,2,0,1,22,105
0,1,2,2,20,100
0,4,10,1,88,43
1,3,18,1,0,150
0,3,7,1,37,49
0,15,21,3,88,45
1,3,8,1,231,350
0,2,17,1,314,65
0,2,2,2,0,60
1,4,0,1,5,150
0,7,4,1,0,39
1,14,0,1,31,220
0,2,16,1,0,49
1,4,1,1,13,150
2,1,8,2,362,43
0,1,24,1,0,50
0,2,41,3,180,69
0,3,6,1,179,80
0,5,0,1,0,500
1,5,4,1,16,200
1,1,0,4,214,349
0,1,0,1,0,80
1,2,3,1,178,175
0,1,11,1,154,85
0,2,68,4,279,55
0,1,0,1,70,52
0,3,6,2,365,75
0,1,0,4,269,299
1,7,0,1,0,80
0,3,4,1,0,55
0,3,0,1,0,90
1,3,23,1,2,100
1,2,68,1,232,75
1,4,7,1,0,200
0,4,1,1,0,75
1,3,0,1,0,500
0,7,0,1,23,90
2,1,6,1,315,75
0,14,9,2,0,60
0,1,5,1,0,45
0,5,4,1,12,50
0,2,0,1,341,45
1,4,1,1,14,220
0,3,0,1,364,80
0,9,4,1,0,56
1,4,9,3,365,135
1,3,21,1,327,190
0,2,20,1,167,50
1,4,13,1,35,250
1,1,8,1,0,160
1,14,6,1,3,99
0,2,9,1,324,75
1,9,19,1,0,249
0,3,4,2,0,75
1,2,13,1,0,100
0,1,1,1,165,150
1,3,35,1,283,100
0,3,72,1,157,65
0,1,37,3,9,80
0,5,4,1,0,55
1,1,0,1,76,250
1,3,6,1,119,180
1,10,1,1,0,114
0,1,9,1,343,65
0,3,6,1,0,46
1,6,3,1,347,400
0,3,1,1,84,80
1,1,41,1,299,275
1,3,89,1,259,95
1,2,3,2,0,300
0,2,1,1,0,40
0,5,7,1,0,65
1,10,18,1,157,145
1,4,1,1,0,100
1,2,21,1,0,120
1,2,4,1,0,425
1,2,32,4,153,99
0,3,42,1,115,115
1,6,23,1,0,150
0,1,59,3,0,150
0,2,34,1,336,85
0,5,24,2,179,115
0,1,34,1,66,60
1,4,4,1,157,100
1,2,19,1,35,135
0,1,10,3,164,60
0,5,0,1,0,50
1,1,24,4,14,430
1,2,20,2,357,175
0,2,4,1,0,50
1,1,1,1,0,100
1,1,14,1,0,189
0,1,48,1,8,60
0,1,14,4,306,50
1,2,26,1,229,279
1,2,51,1,0,150
0,1,1,1,0,55
0,7,2,1,47,90
0,6,15,1,47,399
0,10,0,1,0,100
1,3,57,1,320,258
1,2,25,1,30,188
1,1,13,1,363,280
1,1,49,1,47,50
1,2,57,1,42,99
1,3,4,1,3,400
1,4,6,1,0,85
1,2,43,1,0,99
1,5,0,1,13,150
0,2,1,1,0,119
1,1,0,1,0,82
0,3,3,1,66,40
0,2,42,2,0,65
1,5,3,1,0,200
1,3,6,1,0,150
0,2,0,1,0,75
0,2,4,1,0,29
0,3,97,2,272,64
0,1,1,1,0,75
2,1,1,1,365,75
1,2,55,1,215,229
1,2,7,1,358,125
1,2,0,1,2,800
1,2,8,1,0,200
0,3,12,1,188,70
1,4,4,1,260,179
0,5,1,1,90,64
0,3,11,1,0,40
0,1,1,1,0,75
1,2,0,1,364,350
0,2,0,1,49,75
0,2,0,1,365,250
1,4,0,1,0,50
1,2,89,1,9,140
0,3,1,1,0,60
1,3,13,2,327,120
1,3,3,1,0,220
0,1,20,1,86,33
1,2,31,1,142,85
1,1,0,1,0,450
0,2,0,2,362,190
0,3,5,1,301,75
0,4,1,1,0,90
1,1,28,1,30,200
1,3,32,1,84,122
1,5,0,1,0,250
2,1,0,2,363,300
1,2,3,1,0,200
1,1,1,1,0,225
1,3,12,1,0,163
0,14,0,1,319,65
0,3,2,1,176,89
1,3,58,2,2,90
0,15,1,1,0,90
0,1,62,2,3,48
1,2,1,1,0,400
0,2,27,1,63,150
0,1,8,1,0,70
0,2,29,3,324,62
1,2,2,1,146,150
1,5,36,1,136,128
0,3,1,1,67,85
0,1,0,1,0,100
0,2,1,4,3,98
0,2,32,4,358,50
1,4,0,1,0,100
0,3,8,2,0,100
1,2,5,3,0,219
1,2,0,1,0,200
1,5,6,3,90,125
1,1,92,1,247,125
1,2,23,1,14,130
1,1,69,1,158,135
1,5,21,2,364,200
0,2,5,1,78,130
0,3,36,3,237,950
0,2,27,1,0,43
1,7,1,1,16,200
1,1,9,1,86,265
1,1,1,1,0,152
1,5,22,1,22,159
0,2,2,2,0,99
1,4,5,1,0,148
0,3,18,1,298,50
1,3,0,1,10,250
1,2,24,1,0,180
1,2,42,1,147,85
0,1,0,1,0,200
0,7,0,1,0,70
0,3,2,1,0,150
0,1,5,1,365,80
1,2,11,1,3,140
1,7,6,1,0,299
0,1,5,3,17,71
0,7,26,2,0,50
1,5,2,1,8,79
0,3,2,1,38,95
0,2,3,1,0,55
2,1,1,1,0,45
0,5,3,1,0,55
1,3,1,1,170,149
1,2,2,2,0,190
0,1,9,1,179,120
1,3,4,1,0,110
1,2,35,1,346,120
0,1,1,1,0,75
0,4,18,1,341,92
0,7,2,1,0,49
1,3,0,1,0,160
0,4,0,1,0,95
1,2,16,1,0,90
1,1,36,1,175,359
0,5,3,3,23,42
1,2,36,1,114,115
1,2,8,1,0,175
1,1,22,1,64,175
0,5,22,1,143,170
1,2,7,3,277,272
1,2,0,1,32,222
1,2,1,1,0,110
0,3,3,1,0,100
1,3,38,1,199,649
1,2,19,1,0,108
1,5,0,1,40,425
0,1,0,1,56,70
1,3,0,1,31,125
1,7,18,1,242,90
0,3,1,1,65,100
1,3,16,1,0,100
0,1,0,4,334,69
1,3,38,1,364,229
0,3,2,1,0,50
1,7,2,1,142,210
0,5,18,1,312,80
1,2,1,3,326,245
0,1,69,1,277,120
1,2,24,1,0,100
1,4,1,1,0,90
0,3,6,1,10,50
1,2,7,1,265,209
0,7,1,1,0,50
1,2,9,1,0,195
1,3,3,2,222,140
1,7,29,1,31,150
0,1,0,1,220,170
1,7,1,1,0,85
1,2,23,1,175,150
0,1,0,1,0,120
2,2,3,3,343,37
1,4,6,1,0,199
1,3,27,1,40,1195
1,3,13,1,76,250
1,3,1,1,6,150
2,7,0,2,88,25
1,3,78,1,17,154
1,1,0,1,0,200
0,3,15,1,358,100
1,5,14,1,16,150
1,4,27,1,0,144
1,1,0,1,87,200
1,15,0,1,22,75
0,2,2,1,0,60
1,2,48,1,135,220
1,3,53,2,294,160
0,1,0,1,0,72
0,2,5,1,0,149
1,10,1,1,0,110
1,6,1,1,0,150
0,1,1,2,0,100
1,1,0,1,0,200
0,1,17,1,30,55
1,4,0,1,0,280
0,4,36,2,292,42
0,1,0,1,0,100
1,2,3,1,1,80
1,4,4,1,0,195
2,1,1,1,363,100
1,2,4,1,286,479
0,3,0,1,0,109
0,1,45,4,177,35
0,2,1,3,0,50
1,2,4,1,0,175
0,5,1,1,0,42
1,7,37,1,97,145
1,3,14,1,0,127
0,7,0,1,0,50
0,1,1,1,0,35
0,14,1,1,0,45
0,2,0,2,0,150
1,1,1,1,6,285
1,6,0,1,0,125
1,2,19,1,0,150
1,7,3,1,353,146
1,3,0,1,0,100
1,2,4,1,0,210
1,2,60,2,319,105
1,1,2,1,325,444
1,4,12,2,0,150
2,1,2,3,355,69
0,4,1,1,0,60
0,1,33,3,28,59
0,5,0,2,364,70
1,6,11,1,0,99
2,1,34,4,362,37
0,1,31,1,195,100
1,2,23,1,27,190
1,2,7,1,0,160
0,1,5,2,188,52
1,2,8,2,248,110
0,2,1,1,0,60
1,4,2,1,179,130
2,1,3,2,0,25
1,3,20,2,258,159
1,3,1,1,363,249
1,3,6,1,0,200
0,3,2,1,5,45
1,1,4,2,365,100
1,4,54,1,344,63
1,10,8,1,277,102
1,3,18,1,134,140
1,3,2,1,99,450
0,1,30,3,0,200
0,5,50,1,145,45
1,5,49,1,201,120
0,2,12,1,89,120
0,2,15,1,330,85
0,1,1,1,0,50
1,1,8,1,168,300
0,4,0,2,0,60
0,3,8,2,324,90
0,3,1,1,0,45
0,5,2,1,0,65
0,4,57,2,333,70
1,3,13,1,0,100
1,5,9,1,0,95
0,1,91,2,12,101
1,4,0,1,0,90
0,1,33,1,0,125
1,1,89,1,9,120
1,1,0,1,0,350
0,4,2,1,6,30
1,2,0,1,0,200
1,2,14,2,279,300
0,3,4,1,21,55
0,2,0,1,0,55
1,2,2,1,0,450
1,2,7,1,3,175
0,4,16,3,0,80
1,2,33,1,80,150
1,3,0,1,135,425
1,3,6,1,0,175
0,1,3,3,341,228
0,1,1,1,0,90
1,6,0,1,0,72
1,4,0,1,28,150
0,1,44,3,0,60
1,1,1,2,360,450
1,1,1,1,6,230
1,6,1,1,0,150
1,1,0,1,0,250
0,4,24,1,4,45
1,3,82,1,258,450
0,1,8,1,334,45
1,2,0,1,0,200
0,3,0,4,358,80
0,3,6,1,0,60
1,1,2,3,0,350
1,8,5,1,333,110
1,1,0,1,0,250
0,2,4,1,325,95
0,4,4,1,0,96
1,2,5,1,43,170
0,2,34,1,0,60
0,2,23,1,178,76
0,1,56,1,325,115
1,1,3,1,324,199
1,2,29,1,63,110
1,3,6,1,252,375
1,7,0,1,0,220
0,3,1,2,90,45
1,3,27,1,19,150
1,2,20,1,11,200
0,1,24,3,64,55
1,7,4,1,72,475
1,6,57,2,128,150
1,5,3,2,22,375
1,1,6,1,0,200
0,1,4,1,0,70
1,4,3,1,0,200
0,5,11,1,0,100
0,4,4,1,329,52
0,1,0,3,305,50
1,2,11,1,0,75
1,3,2,1,336,400
1,2,0,1,0,300
1,2,18,1,0,240
0,1,13,2,6,43
1,3,32,1,3,120
1,2,0,1,35,175
1,3,4,2,36,160
1,1,0,1,365,500
1,3,0,1,0,70
0,5,4,1,0,89
1,4,16,1,103,228
1,1,65,1,186,150
1,5,25,2,77,119
1,1,30,1,176,100
0,1,25,3,160,89
1,2,5,1,137,185
1,2,10,1,0,250
0,2,4,1,0,119
0,2,70,3,0,250
1,4,31,1,78,195
1,3,18,1,5,79
0,1,4,2,60,69
0,1,0,1,28,46
0,1,96,3,44,45
0,2,18,1,209,98
0,3,2,1,0,55
0,2,74,1,210,80
1,3,17,1,262,248
1,3,1,1,0,100
1,3,4,1,12,91
1,1,3,1,5,100
1,3,0,2,324,200
0,3,11,3,219,60
0,2,5,1,0,75
1,3,7,1,358,399
2,1,0,1,350,77
0,4,5,1,87,49
0,1,11,1,35,59
1,3,4,2,154,268
0,2,0,1,0,45
1,4,42,1,318,220
1,4,2,1,0,125
1,3,10,1,340,180
1,7,1,1,0,94
1,2,0,1,0,87
0,1,85,3,317,71
0,2,79,1,0,85
0,1,0,1,0,95
0,3,0,1,87,159
1,3,74,1,62,465
1,2,0,1,0,99
1,2,31,1,24,125
1,2,1,1,0,80
1,5,25,2,347,90
1,1,2,1,80,600
1,3,15,1,2,126
0,2,5,1,11,30
1,5,5,1,0,149
0,1,0,1,0,60
1,7,0,1,71,80
2,1,23,2,0,65
1,2,6,1,0,160
1,2,0,1,0,100
0,2,33,1,2,82
0,1,1,1,363,100
1,1,0,1,0,150
1,2,72,1,96,250
1,4,1,1,0,400
0,2,55,1,346,46
1,3,93,1,13,125
1,4,3,1,4,95
0,1,26,1,0,60
0,1,61,4,88,55
0,5,1,1,0,55
0,6,1,1,17,40
0,2,1,1,79,90
1,2,0,1,0,199
1,7,0,1,0,350
0,2,6,1,10,50
0,3,90,1,199,80
1,3,48,1,217,250
1,3,4,3,348,250
1,3,97,1,230,255
0,2,14,3,90,155
1,1,1,1,0,225
1,1,0,1,0,120
1,3,8,1,0,110
0,1,7,3,342,95
0,1,0,1,0,100
1,4,35,1,169,75
1,4,5,1,0,165
1,3,1,1,0,130
0,6,26,1,160,35
1,3,41,1,0,135
0,1,2,4,360,35
0,2,23,2,5,66
0,3,7,3,334,80
0,2,5,1,0,100
0,1,5,3,361,50
0,1,4,1,337,179
1,1,1,1,0,230
0,1,12,3,315,37
1,7,0,1,0,132
0,4,0,1,57,69
0,1,7,1,158,35
1,7,5,1,68,800
0,1,2,1,0,70
0,5,61,1,53,55
0,2,9,1,342,95
1,6,0,3,0,105
1,4,2,1,63,130
0,2,0,2,0,70
1,2,57,1,73,140
0,14,0,2,0,130
0,1,0,1,0,100
0,1,30,2,365,190
1,5,3,1,0,120
0,3,0,4,362,75
1,4,5,1,0,99
0,1,1,4,365,220
0,1,1,2,0,65
1,6,42,2,221,145
0,1,0,3,364,75
1,3,0,1,0,350
0,1,1,1,0,100
0,2,19,1,24,40
1,2,5,1,0,250
1,1,0,1,111,250
1,2,11,1,182,275
0,1,0,1,0,75
0,1,9,2,88,150
0,14,0,1,0,29
1,2,24,1,128,110
1,5,19,1,1,120
0,2,0,1,176,38
0,4,0,1,0,70
0,2,0,1,0,100
1,3,0,1,40,103
1,3,16,1,160,500
1,10,15,1,302,700
0,2,17,2,72,150
1,4,1,1,0,99
0,1,2,1,0,75
1,3,5,1,0,90
1,2,20,2,0,106
1,5,2,1,0,160
0,2,11,1,0,48
0,3,0,1,0,125
0,1,7,1,297,125
0,2,45,1,118,50
0,1,50,1,91,60
0,2,25,1,0,55
0,4,79,1,307,156
0,3,34,1,83,80
1,1,48,1,89,600
1,3,3,1,339,299
0,2,3,2,128,70
1,2,32,1,57,125
0,1,10,1,365,60
1,7,2,1,0,1150
1,2,25,1,64,175
1,5,2,1,0,100
0,2,10,3,0,70
0,2,3,1,0,65
0,5,57,2,201,75
0,2,1,1,179,56
0,2,4,2,0,50
1,3,1,1,0,150
1,5,0,2,0,250
1,7,1,2,349,99
0,2,2,1,0,64
1,4,92,1,260,132
0,2,2,1,6,111
1,1,40,1,0,90
2,1,26,2,138,19
1,1,5,1,75,649
0,5,3,1,0,40
1,5,14,1,0,123
1,3,69,1,343,105
1,5,7,1,0,88
1,4,17,1,23,350
0,3,0,1,105,78
1,1,40,1,0,300
1,1,4,1,20,200
0,2,6,3,365,100
0,1,46,1,30,60
1,3,13,1,346,299
1,1,0,3,0,196
1,2,8,1,0,90
1,2,42,1,81,165
1,3,32,2,0,295
1,1,3,1,0,210
1,4,7,1,18,90
0,1,0,1,0,119
1,7,4,1,0,90
1,1,4,1,0,150
1,3,8,1,0,220
1,1,5,3,232,55
1,2,3,1,0,225
1,5,36,1,124,350
0,1,1,2,0,58
1,2,9,1,0,165
0,2,13,2,0,100
1,2,13,1,115,120
1,4,1,1,0,199
1,2,25,1,30,126
0,1,43,2,176,105
0,2,6,1,0,65
0,2,1,3,179,500
0,2,34,1,86,88
1,3,18,1,307,245
1,3,2,2,4,168
0,2,2,1,321,50
1,6,15,1,156,325
1,1,0,1,0,70
1,4,4,1,0,150
1,2,0,1,0,250
1,4,2,1,0,175
1,7,9,1,7,135
0,5,65,1,157,115
0,3,0,1,28,84
1,4,54,1,0,101
0,2,5,1,0,90
0,1,11,1,0,60
0,7,0,1,0,50
0,3,0,1,0,73
1,6,70,1,3,70
1,7,10,1,279,225
0,2,58,3,69,103
1,2,3,1,0,130
0,1,0,1,0,300
0,1,9,1,0,95
0,2,6,1,0,60
0,2,2,1,22,140
0,1,43,1,55,800
1,2,17,1,0,100
1,2,15,1,22,181
0,5,1,2,0,95
1,2,74,1,231,199
2,1,0,1,0,500
0,14,0,1,0,75
1,4,12,1,26,400
0,10,0,1,128,43
0,1,0,1,0,125
1,5,2,1,0,175
1,2,11,1,88,175
0,5,2,1,15,50
1,3,1,1,0,180
0,4,29,1,13,85
0,13,0,1,0,50
1,2,5,1,86,190
0,3,15,3,163,38
1,2,14,1,9,125
1,4,79,2,137,99
1,2,66,1,23,275
1,1,2,1,0,220
1,5,0,1,0,154
0,2,14,1,155,185
1,1,20,1,0,1999
1,1,6,1,0,57
1,2,0,1,247,250
1,2,15,1,0,250
0,1,5,1,0,100
0,7,28,1,0,49
2,1,8,2,365,50
1,3,3,1,345,150
0,3,6,2,27,50
1,2,43,1,309,81
0,1,4,2,179,89
1,1,8,1,352,349
0,1,10,3,83,35
1,3,3,1,0,175
1,3,31,4,290,399
1,3,21,1,2,325
1,2,0,1,32,250
0,1,26,1,0,70
0,14,0,1,0,105
0,3,36,1,50,90
0,1,35,2,306,75
0,11,21,1,134,70
1,3,1,1,0,173
1,3,13,1,0,95
1,3,2,1,0,120
1,3,20,1,0,110
1,4,14,1,17,100
0,1,1,1,5,125
1,4,3,1,0,150
1,3,6,1,32,214
0,2,58,1,110,60
1,1,0,1,0,80
1,13,1,1,12,122
0,1,0,1,0,50
1,7,0,1,0,180
1,4,3,1,89,700
0,1,0,1,0,85
0,1,0,1,0,60
0,1,1,1,0,55
1,3,11,1,319,131
0,2,63,2,150,75
1,2,26,1,343,159
0,1,2,1,364,92
0,2,6,1,89,55
1,5,0,1,0,104
1,4,68,1,5,131
1,7,3,1,0,189
1,2,7,1,341,149
1,2,2,1,2,175
1,2,14,1,28,195
1,7,0,1,0,90
0,1,1,4,0,45
1,2,8,1,196,150
0,1,2,1,0,87
1,1,7,1,88,150
0,1,4,1,0,55
0,7,17,1,341,120
1,2,3,1,0,100
0,3,0,1,0,103
1,4,2,1,0,209
1,1,12,1,139,200
0,4,38,3,81,85
0,7,4,1,31,63
0,2,1,1,0,55
0,4,1,1,0,52
1,2,11,1,0,100
1,2,4,1,326,175
1,13,6,1,0,102
1,7,2,1,0,130
1,7,0,1,219,350
1,3,8,1,49,225
1,2,5,2,0,140
0,2,13,1,6,95
0,3,3,1,0,87
0,1,17,2,120,75
1,4,0,1,365,450
2,1,10,1,0,16
1,3,2,2,40,300
0,1,3,2,0,80
1,1,10,3,0,164
0,1,0,1,311,70
0,2,0,1,0,70
1,5,9,1,0,100
2,1,55,3,60,50
1,1,3,1,0,150
1,2,3,1,184,139
0,1,3,1,0,100
0,5,0,1,0,50
1,2,4,1,178,100
1,1,4,3,201,360
1,2,5,1,0,125
1,3,5,1,0,125
0,1,35,3,331,179
0,3,42,4,290,65
1,5,0,1,0,206
1,4,25,1,0,190
0,1,32,2,0,90
1,2,3,1,0,140
1,3,52,1,185,179
0,4,0,1,365,85
2,2,13,1,0,195
0,4,7,1,0,62
0,6,5,2,358,51
1,1,5,1,90,180
1,5,13,2,14,100
1,3,4,1,0,85
1,1,1,1,0,228
0,3,1,1,47,56
0,1,6,1,0,50
1,3,16,1,0,135
1,2,45,1,269,100
0,3,91,1,294,65
1,2,3,1,58,220
1,14,0,1,15,275
0,5,31,1,0,112
0,2,5,3,4,65
1,4,5,1,82,78
1,2,2,1,0,250
1,4,12,1,0,115
1,2,99,1,56,85
0,2,0,1,365,300
1,2,0,2,0,300
0,1,7,2,49,90
1,5,6,1,0,120
0,3,10,3,123,75
1,1,7,2,311,200
0,2,67,4,117,60
0,5,3,1,0,97
0,1,1,2,0,50
1,2,39,1,26,95
0,6,10,2,0,35
0,1,1,2,364,300
1,3,8,1,188,105
1,2,27,1,259,150
0,2,0,2,0,88
1,2,2,1,0,300
1,2,72,1,0,178
0,3,3,1,89,100
1,1,45,1,287,450
1,5,0,2,0,140
2,1,4,3,324,39
1,3,6,1,155,299
0,7,10,1,0,99
0,1,60,1,78,100
1,10,1,1,0,179
0,1,0,2,124,85
0,6,72,2,200,59
2,2,6,1,169,32
0,2,1,4,364,79
1,7,2,1,0,60
1,2,53,2,0,175
1,1,34,1,166,99
1,3,12,1,12,275
0,2,1,1,0,37
1,3,0,1,0,250
0,1,0,1,3,85
1,1,2,1,0,149
1,1,1,1,0,110
1,2,21,3,2,161
1,1,9,2,116,80
0,4,6,1,6,48
1,2,4,1,197,325
1,4,1,1,0,143
1,5,5,1,0,80
1,5,3,1,0,97
1,8,1,1,0,180
0,1,0,1,0,45
1,3,4,1,0,120
1,2,4,1,12,150
0,2,2,1,0,60
0,6,5,1,361,72
0,3,6,1,363,50
1,2,11,1,0,350
1,6,25,4,346,120
0,5,20,1,16,45
1,4,27,2,11,175
1,2,1,1,3,265
0,4,2,1,0,61
1,4,4,1,0,130
1,4,0,1,0,180
1,2,15,1,59,188
1,2,3,4,114,265
1,1,3,1,0,65
0,1,33,4,75,50
0,7,1,1,0,45
0,4,4,1,0,45
1,6,2,1,270,300
0,1,71,2,73,62
0,3,2,2,365,65
1,2,34,2,330,260
0,1,0,1,177,65
0,2,7,2,66,120
1,3,3,1,150,229
1,1,4,1,0,220
0,3,4,2,89,349
1,7,23,3,88,100
1,2,0,1,244,220
0,2,42,3,334,95
1,2,24,1,207,220
0,5,2,1,0,79
1,5,21,1,17,195
1,4,93,4,306,125
1,2,67,1,278,125
1,5,6,1,0,210
0,2,1,1,0,65
0,1,42,3,15,70
1,3,0,1,23,135
0,15,36,1,307,85
0,2,0,1,32,200
0,1,6,1,135,98
0,6,2,1,311,43
1,6,3,1,43,75
1,7,0,1,20,195
0,2,1,1,90,40
1,10,0,1,33,300
1,2,22,1,365,149
0,1,27,2,0,75
1,1,24,3,352,235
0,1,7,2,0,37
1,1,31,1,345,99
0,1,2,1,13,99
1,3,30,2,18,250
1,5,0,1,0,120
1,3,0,1,24,425
0,3,1,1,169,350
0,1,12,2,0,75
0,1,1,2,365,206
1,1,17,1,11,185
1,3,6,1,8,120
0,3,0,2,188,70
0,3,11,1,9,70
1,2,12,1,132,89
0,15,0,1,0,69
0,4,0,1,0,35
1,3,94,1,8,215
0,3,16,1,139,68
0,3,3,1,0,40
1,3,16,1,0,186
0,5,0,1,0,50
0,14,11,3,297,72
0,4,1,1,0,50
0,10,13,2,302,75
0,1,1,1,0,75
0,1,46,1,260,90
1,5,0,1,0,200
0,10,67,1,301,90
0,1,1,2,0,80
1,10,0,1,0,180
1,3,4,1,69,100
0,1,0,3,0,85
0,14,8,2,146,90
0,1,0,1,365,140
1,2,5,1,0,125
0,3,51,1,127,75
0,1,1,1,364,100
0,2,2,1,334,200
1,1,87,3,267,399
1,2,10,1,0,150
1,5,1,1,0,145
1,3,3,2,120,100
1,2,17,1,7,140
1,3,5,1,0,180
1,4,1,1,0,250
0,1,9,2,46,65
0,2,1,1,5,55
0,4,41,2,89,45
2,2,2,1,0,40
0,1,0,1,0,45
0,2,19,1,198,75
0,1,15,1,0,34
0,1,5,2,250,36
0,2,72,3,72,69
1,3,17,1,334,400
1,1,0,1,349,1369
0,1,0,1,0,60
1,1,0,1,43,199
1,5,0,1,0,190
1,10,18,1,281,160
1,2,0,1,0,150
1,2,2,1,0,120
0,2,0,1,88,150
0,3,64,1,162,59
0,2,4,1,4,46
1,1,1,1,82,225
0,3,0,1,365,250
0,1,0,1,0,55
0,7,0,1,0,65
1,4,2,1,0,325
1,2,6,1,34,123
1,3,56,2,288,175
1,2,38,2,102,148
0,1,1,1,0,51
0,2,6,3,0,90
0,1,90,1,345,85
1,7,0,1,0,350
0,5,18,2,80,45
0,1,0,1,0,110
0,6,62,2,15,120
1,2,0,1,0,160
2,1,0,4,365,75
1,5,6,1,0,149
0,1,38,2,138,78
0,7,12,1,40,75
1,2,0,1,328,226
0,1,26,1,70,58
0,2,14,1,18,120
1,2,7,1,6,64
0,2,0,3,0,99
1,2,8,1,207,225
0,2,12,1,0,44
1,1,13,1,1,200
0,1,1,1,75,70
1,1,0,1,0,225
1,2,25,2,260,250
0,1,0,1,0,175
1,1,1,1,5,155
1,1,16,1,174,850
1,1,50,1,359,75
1,5,0,1,0,300
0,5,14,2,217,75
1,3,4,1,0,77
1,4,0,1,290,117
1,1,2,1,4,250
1,1,18,4,135,46
0,1,13,4,164,89
0,1,0,1,0,75
1,1,0,1,0,189
1,3,1,1,179,399
0,2,13,1,33,60
0,1,1,1,0,35
1,3,0,1,0,1000
0,1,6,1,0,70
0,1,74,3,290,99
1,5,6,1,0,227
1,5,1,2,51,85
0,1,73,1,309,80
